Value,Date,Product Id,ProductID_Contract,Exchange City,Super Region,Time Level,Unit,Source,Sub-Sector,Product Type,Exchange Country,Product Description
280.5,2020-12-24,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
329.25,2021-02-18,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
291.75,2021-01-06,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
278,2020-12-21,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
323.25,2021-02-19,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
292.5,2021-01-07,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
273,2020-12-22,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
327.75,2021-02-16,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
278.5,2021-01-04,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
330.75,2021-02-17,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
292.25,2021-01-05,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
327.25,2021-02-15,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
324.75,2021-02-12,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
268.75,2020-12-09,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
321,2021-02-10,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
319,2021-02-11,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
273.25,2020-12-14,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
274,2020-12-15,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
320,2021-02-09,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
273.75,2020-12-10,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
318,2021-02-08,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
272,2020-12-11,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
312.25,2021-02-05,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
308,2021-02-03,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
310.5,2021-02-04,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
300.75,2021-02-01,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
304,2021-02-02,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
294.25,2021-01-28,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
293.5,2021-01-29,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
298.5,2021-01-26,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
297.5,2021-01-27,365,365_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL 380 CST SINGAPORE FUTURE
109.75,2021-03-05,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
110.58,2021-03-04,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
91,2021-01-25,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
110.67,2021-03-03,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
89.92,2021-01-22,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
111.67,2021-03-02,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
111.55,2021-03-01,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
93.33,2021-01-20,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
90.25,2020-12-29,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
91.5,2021-01-21,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
89.58,2020-12-28,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
93,2021-01-19,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
93.08,2021-01-18,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
92.17,2021-01-15,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
89.08,2020-12-30,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
88.5,2020-12-31,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
116.08,2021-02-25,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
90.83,2021-01-13,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
113.5,2021-02-26,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
92.08,2021-01-14,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
116.83,2021-02-23,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
86.08,2021-01-11,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
117,2021-02-24,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
90.25,2021-01-12,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
89.5,2020-12-18,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
114.08,2021-02-22,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
89.58,2020-12-16,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
90.5,2020-12-17,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
84.67,2021-01-08,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
89.25,2020-12-23,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
89.33,2020-12-24,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
111.5,2021-02-18,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
83.08,2021-01-06,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
86.83,2020-12-21,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
113.75,2021-02-19,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
81.58,2021-01-07,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
86.83,2020-12-22,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
106.92,2021-02-16,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
88.53,2021-01-04,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
108.58,2021-02-17,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
88.33,2021-01-05,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
106.33,2021-02-15,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
103.42,2021-02-12,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
85.33,2020-12-09,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
104.75,2021-02-10,22312,22312_Q2 21,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,FUEL OIL DIFF - MARINE FUEL 0.5% FOB ROTTERDAM BARGES (PLATTS) VS 3.5% FOB ROTTERDAM BARGES (PLATTS) AVERAGE PRICE OPTIONS
